split,rep,comparison,model_a,model_b,metric,value
validation,50,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0023393002441008948
validation,50,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00040085574544340696
validation,51,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005479684380882199
validation,51,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00977696303085862
validation,51,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0029293044407237567
validation,51,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0017141400843273535
validation,51,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.008554842652001238
validation,51,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0007365079468291125
validation,52,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.0063386833039352775
validation,52,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0075987841945288626
validation,52,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0029601046470723313
validation,52,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0011889244356660944
validation,52,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0051671732522796665
validation,52,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0005060953222630615
validation,53,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.002862631872518895
validation,53,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007878849892561046
validation,53,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.002149355460531882
validation,53,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0017641745200672743
validation,53,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.008902077151335397
validation,53,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.000548750180581925
validation,54,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007921972892099283
validation,54,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.003458096013018719
validation,54,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0035289386684593527
validation,54,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0016661197037087794
validation,54,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007729861676159411
validation,54,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00013140842962064414
validation,55,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007032860670915575
validation,55,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007639030352413978
validation,55,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003169540319483244
validation,55,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0002899092376564827
validation,55,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0026481971888367983
validation,55,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-5.1579407864627e-05
validation,56,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.004564995497960966
validation,56,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011273613650213288
validation,56,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.002439878093665082
validation,56,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0015121004300442387
validation,56,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007718870607353323
validation,56,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0006732904649783544
validation,57,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008422532237000402
validation,57,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008528784648187626
validation,57,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003823280802939255
validation,57,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0006395771923984883
validation,57,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007716519443598302
validation,57,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00048138254910670697
validation,58,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00752452734352238
validation,58,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.006427915518824601
validation,58,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0036685252683860414
validation,58,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00017835333457860703
validation,58,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007448219569431758
validation,58,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,2.0397062228255658e-05
validation,59,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.0075365252401472516
validation,59,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007875626470287389
validation,59,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003571795220871782
validation,59,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0008789157169440953
validation,59,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004500357983021397
validation,59,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0003813511514563772
validation,60,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005695269833614791
validation,60,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010417730568889838
validation,60,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0032668074862617635
validation,60,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.00018063078200469818
validation,60,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.002451230722091746
validation,60,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00015979919978451051
validation,61,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.0062921745255465344
validation,61,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00983673055471046
validation,61,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0031008528346083697
validation,61,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,8.178728212870912e-05
validation,61,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006185985194199328
validation,61,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-2.0135958858580327e-05
validation,62,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007879003649906013
validation,62,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.015469163443924239
validation,62,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0041142279525041014
validation,62,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0012342648553134161
validation,62,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0026460411154081154
validation,62,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0003389928283487609
validation,63,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005545229807890073
validation,63,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.006629270780214247
validation,63,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0027244731048756965
validation,63,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.00010901258759909993
validation,63,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0033656297807240776
validation,63,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00017784062530232236
validation,64,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008835976727849193
validation,64,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011905963071334846
validation,64,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0042150511585726524
validation,64,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0005037089249704252
validation,64,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004338613661588164
validation,64,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00019191490657133325
validation,65,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.0080268819034639
validation,65,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012314525083274463
validation,65,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003906992305279133
validation,65,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0009127820697057976
validation,65,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0003028161905722637
validation,65,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00026988180305501097
validation,66,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005796745950715887
validation,66,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00408246580934879
validation,66,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003054853064098778
